,lyrics,artist,SY
123,"Drop your guard, I'll get to know you Simon says it's time to move And God only knows I think about you Cuz its never time to show and prove It's never time to show and prove Hiding all the time destroys me Never know what's right to do I only needed to feel a balance I just want to do right by you Sitting safe beside the truth Beside you Watch out for my bullshit Everybody's got it Careful as a soldier we're so strong Begging my new teacher Thought you'd never reach her She's standing there in front of you It's twice as hard to fool us It's twice as hard to fool us Careful as a soldier we're so strong Careful as a soldier we're so strong",sebadoh,Other
124,"It's all a matter of soul and fire Infatuation or true desire The thrill of discovery, divine intervention Cruel, cruel change, pain of rejection As you walk away, think of all the joy we shared If you decide you need me, I'll be wondering if I care Not there to soothe your soul, friend to tender friend I think our love is coming to an end King persuader, congratulations Share her heart, you bought her soul Princess confusion, come to me again Saying goodbye was so much fun When you walk away, feel the freedom in your heart There's a joy in letting go, free to find a love apart When I lose control, I need a kind, forgiving friend But I think our love is coming to an end I know our love is coming to an end",sebadoh,Other
125,"In my dreams I react as my true self And I learn humility Twisted moral planes As real as circumstance, each night I dance with primal urges Pornographic scenes That always start as they are ending In my dreams I walk with my true friends We discover secrets; we run through our lives Everything is twisted like abyss To the past and distant future I'm prepared for some big show Tried to arrive but I moved too slow Something's wrong when someone died Then I opened up my eyes Something's wrong when someone died Then I opened up my eyes",sebadoh,Other
0,"Yr bounce to the ounce makes us wanna pounce Yr just being totally perfect On Larry King you said you were tired Time to put to bed yr competitive edge They say you can't say no to Brahma Now you don't have to try so hard The label says you don't have to wear less clothes It's time to take a bubble bathChorus Hey hey little baby breakdown Button up baby you come undone Hey hey little baby get down Before you fall and hurt someoneYou say you need privacy Broken glass everywhere Maybe you need an emo boy No underwear on the director's chair You are seemingly unconscious Of what yr body is doing Like Miss Monroe yr head don't know Exactly what yr body's doingChorusOn TV you're soft and whispery Delicate like angel food cake They say if you press too hard on it It will squish into a dense ball It will lose its fluffiness That's what you get when you use a box mix Can you get some satisfaction How much are you willing to pay?ChorusWhat's yr gut feeling about the new deal How's the label gonna remake you? How was yr date with Eminem Did he bake you and then forsake you Is innocence gonna still overtake you Like Arthur Doyle they can't fake you Oh Mariah you are endless Like the wind, you feel defenselessChorus",sonic youth,Sonic Youth
1,"If I could give you anything I would give you a kick You'd rather have a dollar Than a hug from your sis You really fucked up this time Your old lady's really pissed She's not just laughing She's polishing her fistIf you could give me anything Would you consider a fist? Don't give me yr soul It's caught is an abyssHere's a pack of ciggies Fresh from the wonder lips A dream, a wish, a heart's desires Cinderella is a kissA cold is gonna take you And freeze away your tears Ome a little closer honey You can be so nearMind your heart aside you (?) Really got no sense of time (?) Ninety-nine inside you (?) That I'm scared if you were cryin'If I could give you anything I would give you a kick You'd rather have a dollar Than a hug from your sisA cold is gonna take you And freeze away your tears Come a little closer honey We can be so near",sonic youth,Sonic Youth
2,"Lee: ...god, that really sounds incredible. well actually, the reason I'm calling you has to do w/ wharton-tronix Wharton: chuckles L: I'm wondering if you're still interested in recording Sonic Youth, or like doing some work with us there. W: Uh-huh L: At your place, what..um.. basically whats going on right now is, um.. we're sort of biding our time waiting for Neutral to get together to uh, you know, do our album and all this stuff.. W: Right L: And we decided we would like to try and release a quickie single, like as quick as possible, just like 2 or 3 songs.. and um, just do it as inexpensively as possible, and we were thinking about doing it in four-track or something like that. W: Right L: And you know I talked to you about these incredible four-track recordings that you were making and so, um, I was wondering if you were actually still interested in working with us on it and doing it at your place.. and you know, if the whole thing goes well, we could probably give you some cash and stuff if it comes out.. W: Right L: I mean, I'm not really sure what.. what the deal's gonna be, we're probably gonna be trying to do it as.. W: Right, inexpensive.. L: ..you know, completely cheap, yeah, like I think you can get a thousand singles for like around $400 or something like that.. W: Right L: and uh, so we're figuring out if we can afford to pay for a sleeve or just have 'em white or what... W: Fold em yourself (chuckles) L: What? Yeah, well that's.. don't laugh! That's exactly what.. W: Well i did it! L: You did? The Glorious Strangers one? W: Right, the cover cost me $28.. L: For how many? W: (chuckles) I still have boxes of them.. L: No, but I mean how many did $28 buy, a thousand? W: Yeah L: It did!? W: At least.. L: Incredible! W: But I had to fold it all myself L: Yeah but thats okay! Because the place where they sell you the singles wants $200 for like a black and white photo sleeve.. and that's a lot of money! W: Yeah (chuckles) L: You know, I mean if we're trying to do it inexpensively.. W: Right, this is the great inexpensive way. L: Yeah W: And you know, you can off-set.. you could put..do anything on the cover you want, basically L: Right, right W: I just got it.. L: Did you cut them to that proper shape and everything, with the little flaps and all that? W: Well I had it figured out.. L: Uh-huh W: You know when I centered the thing, that there would be flaps on each side and I just figured out how to do it.. and I had it down to like a four-thing procedure... L: Uh-huh W: ...and I got these gluesticks... L: Yeah, they're great! They're really great.. W: And you just go [makes gluestick noise], you know, and now, admittedly, you know, if they don't get sold, they fall apart in the store (chuckles) L: Oh god.. well we're gonna put them inside little plastic bags also I think.. so they don't fall apart.. W: Well you'll find that the plastic bags are expensive. L: Well Thurston said, like $25.. no wait, 25 for a dollar... so that would be like $40 for a thousand, that's not too expensive.. W: That's not too bad.. L: No I thought it was gonna be even more than that.. maybe you could even get them cheaper if you tried to buy a thousand, maybe you could get em for $30 or something like that... but I was really worried about the [tape cuts off]",sonic youth,Sonic Youth
3,Here we go to another candle I know All the girls there playin' on a jelly rollTime to take a ride - time to take it in a midnite eye And if you wanna go - get on below Pinking out the day - dreaming out the crazy way Finger on the love - it's all aboveEverywhere it's six-sex-six by luck A satellite wish will make it just enough You'll be making out with a witch in a coffee truckTime to rock the road - and tell the story of the jelly rollin' Dirty boots are on - hi di ho Pinking out the black - dreaming in a crack Satan got her tongue - now it's undoneI got some dirty boots - yeah dirty boots I got some dirty boots - baby Dirty bootsHey!,sonic youth,Sonic Youth
4,"Aaaaaaaaaaoooow Whoooow Ha HaRiding down the road it nearly struck me blind You and me are burning in the summertime Let's go find some shady ground Gotta get rid of that king hell throng You and me are burning in the summertime You and me are burning in the summertimeScrape, scrape, scrapin' melted cheese Say I love you, later please You and me are burning in the summertime You and me are burning in the summertimeDark spots floating in front of my eyes Mum said she turned it and squattin' flies You and me are burning in the summertime You and me are burning in the summertimeLast night I dreamed I kissed Neil Young If I was a boy I guess it would be fun You and me are burning in the summertime You and me are burning in the summertimeDon't you know a city where the horses grow? Green malls hanging chillin' crows You and me are burning in the summertime You and me are burning in the summertimeI said it before and I'll say it again: ""I'm so happy we're just friends""",sonic youth,Sonic Youth
5,"Describe the touch, no it's the thought It's warm and yellow and has a ruffle It's warm and yellow and... He's so quiet I forgot he's there And I think here I am. ""oh alice, come back he's just a kitten... He's just a kitten"" A thousand leaves for your disguise fall on The sky and looking up from down is a sea to Realize the leaves are falling up and down Up and round. And this is from my heart to you A crazy wind will stir me too and contre de la Sexisme I am with you.",sonic youth,Sonic Youth
6,"Coming down Sadie I love it Now now now Death valley 69 You're right you're right you're right I was on the wrong track We're deep in the valley How deep in the gulley And now in the canyon Way out in the yonder She started to holler I didn't wanna I didn't wanna But she started to holler So I had to hit it Hit it, hit it, hit it Deep in the valley In the trunk of an old car I got sand in my mouth And you got sun in yr eyes Blinded And you wanted to get there But I couldn't go faster I couldn't go faster I couldn't go faster So I started to hit it I started to hit it Hit it Hit it",sonic youth,Sonic Youth
7,I maintain that Chaos is the future And beyond it is freedom Confusion is next and next after that is the truth You gotta cultivate what you need to need Sonic tooth Sonic tooth Sonic tooth Stick your fingers In your mouth Squeeze your tongue And wrench it out From its ugly fucking cancer Its ugly fucking cancer Root You gotta cultivate what you need to need Sonic tooth Sonic tooth Sonic toothChaos is the future And beyond it is freedom Confusion is next and next after that is the truth You gotta cultivate what you need to need Sonic tooth Sonic tooth Sonic tooth Sonic toothStick your fingers In your mouth Squeeze your tongue And wrench it out From its ugly fucking cancer Its ugly fucking cancer Root You gotta cultivate what you need to need Sonic tooth Sonic tooth Sonic tooth Sonic toothTell nothing but the truth,sonic youth,Sonic Youth
8,"1989, the bridge: neil young tribute, caroline records (1374/kar002, us)[thurston] Cars are trucks They got me on the corner But I'm alright Standing proud before the signal When I see the light I feel like more than just a number And I stand by you Or else we just don't see the othersFind some pants ... on the desert (? ) But I'm alright Standing out here in the hot sun When I see the light I feel like more than just a number And I stand by you Or else we just don't see the othersPrecious metal lies ... into the highway... (? ) Days and night Weeks and months and seasons Rolling through me (? )I need you Like .... a heartbeat .... .... .... .... mirror And .... ....",sonic youth,Sonic Youth
9,"A-back in the days when the battles raged, and we thought it was nothing A bookstore man meets the CIA, and we know Throw me a cord and plug it in, get the cradle rocking Ah, out with the redneck pig old men, and it's go The hair in the hole in my head Too bad the scene is dead Memories in the shadow Back in time againAh, I can't forget your terrorized face, when you cried for the shameless Wasted life Ameri-K-K-Kan, and you smile So why should we run when we cannot hide, and my flag is burning? We could be wrong but that's allright, we'll rise againThe hair in the hole in my head Too bad the scene is dead Memories in the shadow It's back in town againLookin' away it's another day, and of course we love you Radical man is the CIA, and we say no We'll round up the Durham H.C. kids, and the Char Grill Killers Jesse H. come into our pit, all ages showThe hair in the hole in my head Too bad the scene is dead Memories in the shadow It's back in time again",sonic youth,Sonic Youth
10,"I see a dog star divin' at his magic, snatchin' Keeps me up awake go crystal cracking I can't wait I can't stay, a candle Gotta change my mind before it burns out I'm the Cocker on the rock Wind is whipping through my stupid mopI see a falling snowgirl walking Broadway Turns the corner at 14th and I know there's no way It's alright It's alight candle And I know she'll be okay by SundayI'm the Cocker on the rock Humming bash starts shining In your electric clockIt's safe to say, candle Tonight's the day, candle It's alright now, candle The wind's away, candle Never thought I'd see a dog star fallingI'm the Cocker on the rock Wind is whipping through my stupid mop",sonic youth,Sonic Youth
11,"Come on down, down to the river Come on down I want to feel you shiver Dark on the edges, golden on top Floatin down the river Yr so hot Oh oh oh oh oh oohCome on down, down to the river Come on down I want to feel you shiver The sight of death is sure to deliver, Come on down I want to hear you quiver Oh oh ooh Corpses' drapery Rusting, sliding, sliding, Sliding Endless",sonic youth,Sonic Youth
12,"""Take my hand"" he said to me Follow now or you'll be damned Let's go to the other side Let's go to the other side Great balls of simplicity Great balls of simplicity Brother James gave em to me Brother James gave em to me I don't need em anymore Don't go knockin' at my door I don't need em anymore Don't go knockin' at my doorTake my hand, you might as well We're going straight to hell I don't wanna hang around Won't you stick yr head in the ground",sonic youth,Sonic Youth
13,"Here comes baby, are you ready for her?My name is Bubblegum Live for moon and sun Your in so much fun Life's just be- life has just begun Her name is Bubblegum Live for moon and sun Your in so much fun Life's just be- life has just begunHit it girlsAaaaaaaaaaaaaah Here i started Here it comes Her name is Bubblegum Live for moon and sun You're bein' so much fun Life's just be- life has just begun Bubblegum yeah O yeah Wroof wroof wroof wroof",sonic youth,Sonic Youth
14,Don't put me off cuz I'm on fire And I can't quench my desire Don't you know that I'm burning up for your love You ain't convinced that that is enough I put myself in this position And I deserve the imposition But you don't even know I'm alive And there's something in my heart that won't die I'm burnin' upI'm burnin' up I'm burnin' up I'm burnin' up,sonic youth,Sonic Youth
15,Sing yr children Yr children song Sing yr love child Love is on See thru child eyes Eyes are old And old is magic growing See the child lights Spinning gold Everyday girl They blow away Leaves falling to the water Wildflowers For you today Sing yr birthday Yr birthday blues Sing yr wild light Wildflowers bloom They will not forget you And down/they go To sleep/so slow Away/they grow They go I wait/I wait all day Sing yr love child Love is on Sing yr child lights Sing yr child lights Lights are gold Sing yr child life Wildflower soul,sonic youth,Sonic Youth
16,Seven days and seven nights I dreamt a sailor's dream at sea Seven days and seven nights I dreamt a sailor's dream of me Seven days and siven nights The world was made and lost again Seven days and seven nights Brave men run In my family Brave men run Into the setting sun Brave men run Into captivity Brave men run In my familyBrave men run Away from me,sonic youth,Sonic Youth
17,Burning inside (I cross myself It doesn't help) Because I'm not smart enough (I'm digging into Hot white) Learning not to lie (we cross it out And stay away)Burning inside We cross it out and stay away,sonic youth,Sonic Youth
18,"I'm in a state of shock I'm creeping up and down your block I'm looking into you I'm trying to catch your viewIt's not a quiet meditation Oh, that you know Darkness makes the night more cold That's what we know about meSatisfied wise child Creeping heart and frozen perfection You can touch my hand I drink a case of youHeaven's not about your reputation Yeah, that I know Forever means the night turns gold That's what we know about youIt's been quite a ride With you my sweet, here by my side Funny how the mountains slide We're stepping across the great divide Our bodies vibrate slowly Yeah, that we know Bound to give it heart and soul That's what we know about us",sonic youth,Sonic Youth
19,"Hey now, whats the news? I heard you've been seen walkin' blue I know we're all confused, it's ture I know you feel the same wayEverything we see is clear/everything we feelI'm here to let you know All we need to do is just to just let go You've heard we're ""born to lose"", I know But don't you start to think that's really true You've got the walkin blues today But soon we'll stand and let the music playEverything we dream is clear, everything we NeedLet's say you and I we find/something hard to hold Let's keep it in our minds And let it fill our days Never slip and find we've let it stray Now we're in for the long ride We can let the rest slip asideEverything we need is clear Everything we feel is clear Everything we dream is clear Everything we see is clear",sonic youth,Sonic Youth
20,"Look who's come back home again Loser lookin' for his lucky break This time he says he just needs a friend Ain't on the run, he ain't on the take Can you unlock this door babe Will you just undo the chain Will you take the time before you nix-out love (?) Ease low pain (?)Loneliness lays down his head Wants to get you high Better take it now A man like that is like an unmade bedStayed there searching for another way out Do you really even want this Maybe you just don't care All I know it takes just one kiss baby for you He's never thereHey I know it's kinda hard And maybe this time it will never end Hit-and-run lover back in yr heart All those answered prayers You should never have sinned Cuz now that you're in his arms babe Know that you're just in his way Suckered by his fatal charm oh girl It's time We get away",sonic youth,Sonic Youth
21,"[Interview some conducted in French] [Interviewer:] do you think that many groups plays like the jesus and mary chain? or do you think they are the own. Sorry? Do you think you are playing on the same style? [Thurston:] Uhm [Lee:] No, not at all[Thurston:] Erm, we really... we really suck tonight ladies and gentlemen. infact we're going to call this song: Bury our Heads in the Sand. and... and eh. No, this is actually called Dick Weed - eh - Part II.[Lee:] Part Eight![Thurston:] Ah yeah, this's... this song is called... Dick Weed Part Eightahu hu hu okay can we all sing a solo song for ya well I got a ticket to ride yeah come'on let's do it yeah whoo, yeah whoo da-da-da-da-ta-ta-ta-ta wha-wha-wha-wha-wouw da-da-da-da-ta-ta-ta-ta I gotta ticket to ride yaa I gotta ticket to ride yeah, play those funky drums play those funky drums, yeah whaaaaaaaoooooooooooowowowowowo yeah hohahooga gaboga baboogaa ya yea ya yeah I said I'm just a little boy from Texas and I'm gonna shake your head one two one two one two titty I know every nook and cranny in New York City London fuck you're pissing me off Hollywood weirdo cough cough cough won't you please let me rock you I'm just a boy with not much to do everybody says that you come from above you're gonna scream when you taste my love taste my love love love love love love love love love love love love whaa I gotta to ride yeah I got a ticket to ride I got a ticket to ride and I don't fucking care no I don't fucking care I don't fucking care I don't fucking care looking everywhere I don't fucking care put on some dark eyes and waving goodbye goodbye goodbye goodbye Do you want to do pipeline?Yo Sun Ra let's do pipeline! We got Sun Ra in the studio today ladies and gentlemen. He's gonna play guitar, he's gonna sing a song, it's called pipeline/killtime, and if you can deal with that. Okay hee Max Roach is here, alright. Man we got an all star jam. Get down. Okay. This is great [Lee:] Holy shit it's Sunny Sheron [Thurston:] Alright [Lee:] He Sunny! George Benson Ladies and Gentlemen! George Benson! [Thurston:] Yeah hello, Hello. down Broadway I'm going down Broadway[Lee:] Let's not do it too fast Stevo",sonic youth,Sonic Youth
22,"Suzanne: That's what you should do, you should be Dinosaur's manager. Kim: Yeah but Dinosaur has like ten managers. S: They don't have any other managers. K: They have like.. are you kidding? They have a manager in every city! [laughs] S: It'd be such an easy job though, just to tell them what to do, I think. K: Uhhh.. yeah, but, it's like, they want you to do everything, you know, they're the kind of band that would want you to do everything. S: Yeah but it's easier to do everything than to just do some of it. K: That's true. S: It's easier... K: And have somebody else... S: And then have somebody else fuck up what you've done by doing part of your job. It's like, easier to just do the whole thing. In some ways, I think somebody like Redd Kross would be easy to manage, cuz they'd just be so like ""Well what do we do now?"" and you just tell them, and that'd be it. K: They just wanna rock. S: Yeah, right. They don't wanna do anything. K: They just wanna be rock gods. S: See somebody hit a snare. ... So let's, let's call J. K: Okay. ... Hello, is J there? ... Oh, um, yeah could you just tell him that, uh, Kim and Suzanne called? [Suzanne laughs] Okay, thank you, bye.",sonic youth,Sonic Youth
23,"Dreaming, dreaming of a girl like me Hey what are you waiting for - feeding, feeding me I feel like I'm disappearing - getting smaller every day But I look in the mirror - I'm bigger in every way She said: You aren't never going anywhere You aren't never going anywhere I ain't never going anywhere I ain't never going anywhereI'm in heaven now - I can see you Richard Goodbye Hollywood, goodbye downey - hello Janis Hello Dennis, Elvis - and all my brand new friends I'm so glad you're all here with me, until the very endDreaming, dreaming of how it's supposed to be But now this tunic's spinning - around my arms and knees I feel like I'm disappearing - getting smaller every day But when I open my mouth to sing - I'm bigger in every wayShe said: You aren't never going anywhere You aren't never going anywhere I ain't never going anywhere I ain't never going anywhereHey mom! look I'm up here - I finally made it I'm playing the drums again too Don't be sad - the band doesn't sound half bad And I remember mom, what you said You said honey - you look so under-fed[background voices singing various covers]Another green salad, another ice tea There's a tunic in the closet waiting just for me I feel like I'm disappearing - getting smaller every day But I look in your eyes - and I'm bigger in every wayShe said: You aren't never going anywhere You aren't never going anywhere I ain't never going anywhere I ain't never going anywhereGoodbye Richard - gotta go now I'm finally on my own - but Dan's got a gig Keep the love lights glowing - little girl's got the blues I can still hear momma say: ""honey don't let it go to your head""",sonic youth,Sonic Youth
24,He's running on a tuff gnarl in his head He's got a fatal erection home in bed He's really smart and he's really fast He's got a hard tit killer fuck in his past Saints preserve us in hot young stuff The saving grace is a sonic pig pile Amazing grazing strange and raging Flies are flaring through your brains Spastic flailing literally raising my roof An adrenal mental man-tool box explodes in music creates utopia You gnarl out on my nerves you weird and crush the cranking raunch Flesh dirt forcefield lost and found let's burn your broken heart Set our sight on sights not yet set let's scorch your wavo wig Let's poke your eyes out,sonic youth,Sonic Youth
25,"Produce! We've been asked to participate In a Madonna rocker than can reactivate We're Ciccone Youth from New York City Make the feature cut next week cuz it's a Tuff Titty Now I know my rhyme ain't bustin' no chime Cuz my rap be crappy like a homeboy's slime His name is Mike Watt, he's gonna get caught Some knucklehead defiance To the group at New Alliance Fuck yeah Fuck yeah",sonic youth,Sonic Youth
26,"See flashing eyes They're flashing cross to me Burnin up the sky Sunshinin to me Yr locus crown Copkillin heartbeat Head's lookin down Bowin out to the street I'm just walking around Yr city is a wonder townLips red to white Lips green in blacked night Yr spirit flares Flarin up leonineI'm just walking around Yr city is a wonder townTransmitter rhyme Transmitter all the time Lookin up to the sky I'm seeing ghosts flyinI'm just walkin around Yr city is a wonder townI think I been there once before Something tells me there's so much more She's back in town to even the score Time to goSee flashing eyes They're flashing 'cross to me Burnin' up the sky Sunshining into me Your locus crown Cop-killin' heartbeat Head's lookin' down Bowin' out, to the streetI'm just walkin' around Your city is a wonder town",sonic youth,Sonic Youth
27,"Falling out of sleep, I hit the floor Put on some rock tee and I'm out with the door From Bowery to Broome to Greene, I'm a walking lizard Last night's dream was a talking baby lizard All comin' from hu-man imagination Day dreaming days in a daydream nationSmashed-up against a car at three A.M. Kids just up for basketball, beat me in my head There's bum trash in my hall and my place is ripped I've totaled another amp, I'm calling in sickIt's an anthem in a vacuum on a hyperstation Day dreaming days in a daydream nation",sonic youth,Sonic Youth
28,"1989, Halloween/Touch me I'm Sick, Blast First!, (BFFP46) Notes: Mudhoney cover[Kim] Uh whuuuuuaaaaaaa whaaa well I've been bad and I've been worse and I'm a creep - yeah and I'm a jerk come'on touch me I'm sickaaaaah I won't be long then I pull a rock and I'll throw it at you boy are you paying our drugs (?) touch me I'm sick yeah touch me I'm sick come'on baby now come with me you don't come you don't come you don't come you'll die alonewhaaaaa we're out in the field and I don't mind I'll make you love me till the day you die come'on touch me I'm sick fuck me I'm sick come'on baby now come with me you don't come you don't come you don't come you'll die alone",sonic youth,Sonic Youth
29,"Kids cruise away, pack of chickenshits This guy is ours, dark stains on his pants Enough to make a butcher out of the bone Take a walk in the park? Shit, yeah!A poor boy, a rich boy A poor rich boy coming right through me Rich boy, poor boy Poor rich boy coming right through me",sonic youth,Sonic Youth
30,It start at the top Now it's spiralling down Works best when it's lost Diggin' under the ground Never mind it now We can bring it back It's total trash And it's a natural fact That I'm not no cowIt's never the same It's more than a game Can't take it away Can't kill all the shameIt's a guilty man That increased the crack It's total trash Sack 'em on the back With a heavy rockThere he goes again Magic monkey friend Can I love the time That he seems to spend With all the kids in townIt start at the top Now it's spiralling down Works best when it's lost Diggin' under the groundNever mind it now We can bring it back It's total trash And it's a natural fact That I'm not no cow,sonic youth,Sonic Youth
31,My violence is a dream A 'real dream' A skinny arm A crush on living sin My violence Is a sleeping head Nodding out to rising bliss I left home for experience Carved 'suk for honesty' on my chest My violence is the number Coming out of prayer Find it in the father Find it in a girlThere's a thing in my memory Hoilding on for dear life With a feeling of secrets Beating up under my flesh My tongue is tied I'm sleeping nights awake Tom violence is a dream Coming out of a girl,sonic youth,Sonic Youth
32,We did not fade from the noise meditation We stopped abruptly while spinning down This is not to depict hesitation A silent gesture-for princess pleasure Oh see what heaven sent -oh stright from Heavens gate Oh see what heaven meant-when it embraces HateElastic dreemz of vicious aktions Plastik stomachs wrapped in steel Hair falls in a dead breeze curtain Trash can canterbury-hollywood boulevard O u can count on it-richard hell tacked to the Wall Remember the plunger pit-in love with nothing At allOur beards are circuits to amplifier All our bells have an elite ring Rapacious gardens of female distinktion Can you smell trouble-libraries of rubble I don't wanna know-who gets the highest score Thats when my poodle pukes-on the gallery FloorWe did not fade from the noise meditation We stopped abruptly while spinning down Hair falls in a dead breeze curtain A silent gesture-for princess pleasure Here comes mary rat-trudi tacked to the wall Take me back to disgraceland-in love with Nothing at all,sonic youth,Sonic Youth
33,"Like girl come walkin' thru the cornfield Like blue vibration thru the sea I know I'd love her to breathe, again Like cubes are talkin' her down I've been a wasted day Like spinning round a saint Like colored wild sign Theresa talkin' in the rainLike girl be growin' thru town Windows are thoughts in the stain I know I'd love her to stay Whispering signs are agreeingLike talkin' golden terrain Like thrivin' dark in the saint A cat in gold goes along Theresa's sound for the king",sonic youth,Sonic Youth
34,Push it away The world looks red People with fish eyes The ground sucks Walk on my fingertips Displacing the fog The weight of my body is too mush to bear The memory drained the life from the dull An ocean of insects worked like a sheet the immovable fact Buried my mind in a horse-hair coat in a pile on the floorPush it away The world looks red People with fish eyes The ground sucks Walk on my fingertips Displacing the fog The weight of my body Is too much to bear The memory drained The life from the doll The ocean of insects Moved like a sheet The immovable fact Buried my mind In a horsehair coat In a pile On the floor,sonic youth,Sonic Youth
35,"Waking up I see you dreaming of a drive in Open yr eyes to see TV-set on blue I've been waiting for you to smile, I'm the great head freezin' (?) Wintertime comes summer, you are why it's happenin', to me Sugar babe, sugar babe do it to me Do me babe, do me babe can't you see me? Sugar now, sugar now do it to me Do me babe, do me babe can't you see me?I feel the morning slip in sights into your mirror Now I see what might see it's pretty clear I been looking just to feel that funny feelin' I don't know but it's a mystery to reckon, right youSugar babe, sugar babe do it to me Do me babe, do me babe can't you see me? I'm sugar now, sugar now do it to me Take me babe, take me babe can't you see me?",sonic youth,Sonic Youth
36,Cant catch me I'm syntax free I'm preconceived Preternaturally I don't invest In what is best Your once and for all Means shit to me Hate translator Hate translator Hate translator You can't catch me Don't mistake her Don't misshape her You don't mutate her You can't get me The radical beacon The preverbal season The abstract poetics Immediate treason Do you remember Reductionist lie Fundamentalist AlibI Hate castrater Hate castrater Hate castrater Don't fuck with me Don't you break her And don't deflate her Don't outdate her Or you'll fuck with me Its a cushy job A pussy's job A cum junkie's job Makes my dick throb Feel...ineffable Cant catch me I'm syntax free I'm preconceived Prehistoricly Don't be alarmed Don't be alarmed Don't be alarmed Its only me Come back in my arms Back in my arms Back in my arms The ineffable me,sonic youth,Sonic Youth
37,"To the extent that I wear skirts And cheap nylon slips I've gone native I wanted to know the exact dimension of hell Does this sound simple? Fuck you! Are you for sale? Does 'Fuck you' sound simple enough? This was the only part that turned me on But he was candy all overCome on down to the store You can buy some more, and more, and more, and more You can buy some more, and more, and more, and more You can buy some more, and more, and more, and more You can buy some more, and more, and more, and moreI grew up in a shotgun row Sliding down the hill Out front were the big machines Steel and rusty now I guess Outback was the river And that big sign down the road That's where it all startedCome on down to the store You can buy some more, and more, and more, and more Come on down to the store You can buy some more, and more, and more, and more Come on down to the store You can buy some more, and more, and more, and more You can buy some more, more, more, more",sonic youth,Sonic Youth
38,"Time takes its crazy toll and how does your mirror grow you better watch yourself when you jump into it 'cause the mirror's gonna steal your soulI wonder how it came to be my friend that someone just like you has come again you'll never, never know how close you came until you fall in love with the diamond rainthrow all his trash away look out he's here to stay your mirror's gonna crack when he breaks into it and you'll never never be the samelook into his eyes and you can see why all the little kids are dressed in dreams I wonder how he's gonna make it back when he sees that you just know it's make-beliefblood crystalized as sand and now I hope you'll understand you reflected into his looking glass soul and now the mirror is your only friendlook into his eyes and you will see that men are not alone on the diamond sea sail into the heart of the lonely storm and tell her that you'll love her eternallytime takes its crazy toll mirror fallin' off the wall you better look out for the looking glass girl 'cause she's gonna take you for a falllook into his eyes and you shall see why everything is quiet and nothing's free I wonder how he's gonna make her smile when love is running wild on the diamond sea",sonic youth,Sonic Youth
39,"Time takes its crazy toll And how does your mirror grow You better watch yourself when you jump into it Cuz the mirror's gonna steal your soulI wonder how it came to be my friend That someone just like you has come again You'll never, never know how close you came Until you fall in love with the diamond rainThrow all his trash away Look out he's here to stay Your mirror's gonna crack when he breaks into it And you'll never, never be the sameLook into his eyes and you can see Why all the little kids are dressed in dreams I wonder how he's gonna make it back When he sees that you just know It's make believeBlood crystalized to sand And now I hope you understand You reflect into his looking glass soul And now the mirror is your only friendLook into his eyes and you will see That men are not alone on the diamond sea Sail into the heart of a lonely storm And tell her that you'll love her eternallyTime takes its crazy toll Mirror fallin' off the wall You better look out for the looking glass girl Cuz she's gonna take you for a fallLook into his eyes and you shall see Why everything is quiet and nothing's free I wonder how he's gonna make her smile When love is running wild on the diamond sea",sonic youth,Sonic Youth
40,[sugar cane cd5][kim] You're not telling what you feel You're just say you can't deal You're just lying like a peel You're just saying it ain't realMum told you And I'll tell you You better pick it up You left your roomI'm not telling you what or feel I'm just saying I can't deal You're just lying like a peel I'm just saying you ain't realYour mum told you And I'll tell you You better straighten up It's such mess insideYou're so hot You're bad You're tangledTelevision pants shock gello price phone bill fax paper Cranberry juice dirty sock cd's tapes highschool yearbook Comb and all those let upsYour mum told you And I'll tell you If I make you cry I'll poke your eyeI'll tear you limb for limb Lying in your room What we said is true And as such were through,sonic youth,Sonic Youth
41,"[youth against fascism cd5][kim] You're not telling what you feel You just say you can't deal You're just lying in an ? ? ? ? You're just saying it ain't realMom told you And I'll tell you You better pick it up Clean up your roomI'm not telling you what to feel I'm just saying I can't deal You're just lying like a peel I'm just saying you ain't realYour mom told you And I'll tell you You better straighten up Besides you messed your [s? ? ? ]You're so hot You bet EntangledTunafish cans, chocolate wrapper, Jello [blobs]? ? ? , stuffed gorilla, phone bill, Fax paper, cranberry juice, dirty socks, Cd's, tapes, guitar pick, new snare, High school year book Come.....in [comb.....and] All those lettersYour mom told you And I'll tell you If you make me cry I'll poke your eyeI'll tell you [?re in for ? ? ? ] You're lying in your room If what you say is true Then I say we're through",sonic youth,Sonic Youth
42,"These are the words but not the truth God bless them all when they speak to you But that's alright On an empty stage Sing out when There's no other way Come drift the town where secrets lie Where friends and neighbours keep drifting by But that's alright You're here to stay Sing out tonight The empty pageI always thought I'd see Your name in flashing light You did it all for free, girl And freely ripped the night You're free to fightThese are the words but not the truth God bless them all when they speak to you But that's alright You're here to stay Sing out tonight The empty pageDo you remember the time When you were new in town You smashed your head in the mirror, baby And kissed the frozen ground Yr ripped up soundThe empty page has wasted down The empty page is ripped The empty page will waste this town The empty page has slipped",sonic youth,Sonic Youth
